"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-09",,,"0.32","0.0","0.0","64","46","53",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-10",,,"0.20","0.0","0.0","64","53","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-11",,,"0.03","0.0","0.0","70","58","59",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-12",,,"0.98","0.0","0.0","81","59","62",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-13",,,"0.02","0.0","0.0","74","50","52",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-14",,,"0.28","0.0","0.0","70","43","44",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-15",,,"0.00","0.0","0.0","51","40","43",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-16",,,"0.00","0.0","0.0","60","40","40",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-17",,,"0.02","0.0","0.0","61","40","48",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-18",,,"0.28","0.0","0.0","53","47","50",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-19",,,"0.00","0.0","0.0","67","41","41",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-20",,,"0.00","0.0","0.0","71","41","51",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-21",,,"0.13","0.0","0.0","63","50","54",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-22",,,"0.00","0.0","0.0","72","47","48",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-23",,,"0.00","0.0","0.0","80","47","50",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-24",,,"0.00","0.0","0.0","79","50","57",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-25",,,"0.00","0.0","0.0","83","57","65",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-26",,,"0.00","0.0","0.0","84","65","65",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-27",,,"0.20","0.0","0.0","77","64","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-28",,,"0.00","0.0","0.0","87","64","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-29",,,"0.04","0.0","0.0","83","67","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-30",,,"0.17","0.0","0.0","85","62","63",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-05-31",,,"0.00","0.0","0.0","85","63","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-01",,,"0.00","0.0","0.0","87","64","67",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-02",,,"0.38","0.0","0.0","84","67","68","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-03",,,"0.00","0.0","0.0","75","60","60",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-04",,,"0.00","0.0","0.0","83","60","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-05",,,"0.38","0.0","0.0","78","64","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-06",,,"0.00","0.0","0.0","78","63","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-07",,,"0.00","0.0","0.0","85","58","58",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-08",,,"0.00","0.0","0.0","75","51","52",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-09",,,"0.00","0.0","0.0","75","51","56",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-10",,,"0.00","0.0","0.0","82","55","67",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-11",,,"0.00","0.0","0.0","90","67","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-12",,,"0.00","0.0","0.0","92","69","74",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-13",,,"0.00","0.0","0.0","92","63","65",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-14",,,"0.00","0.0","0.0","88","65","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-15",,,"0.42","0.0","0.0","84","67","68",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-16",,,"0.49","0.0","0.0","89","66","67",,"    1",,"    1",,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-17",,,"0.00","0.0","0.0","87","62","62",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-18",,,"0.00","0.0","0.0","84","62","66",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-19",,,"0.00","0.0","0.0","86","66","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-20",,,"0.00","0.0","0.0","88","68","75",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-21",,,"0.00","0.0","0.0","90","75","75",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-22",,,"0.00","0.0","0.0","86","69","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-23",,,"0.65","0.0","0.0","84","65","79",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-24",,,"0.00","0.0","0.0","90","68","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-25",,,"0.00","0.0","0.0","84","68","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-26",,,"0.00","0.0","0.0","89","68","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-27",,,"1.43","0.0","0.0","92","69","70",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-28",,,"0.00","0.0","0.0","89","67","67",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-29",,,"0.00","0.0","0.0","82","54","54",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-06-30",,,"0.00","0.0","0.0","77","54","57",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-01",,,"0.00","0.0","0.0","80","56","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-02",,,"0.00","0.0","0.0","80","52","52",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-03",,,"0.03","0.0","0.0","73","52","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-04",,,"1.24","0.0","0.0","67","60","65",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-05",,,"0.37","0.0","0.0","74","65","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-06",,,"0.00","0.0","0.0","84","69","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-07",,,"1.34","0.0","0.0","84","67","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-08",,,"0.00","0.0","0.0","83","68","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-09",,,"1.48","0.0","0.0","87","65","66",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-10",,,"0.00","0.0","0.0","82","60","62",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-11",,,"0.00","0.0","0.0","83","61","65",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-12",,,"0.00","0.0","0.0","87","65","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-13",,,"0.09","0.0","0.0","84","70","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-14",,,"0.13","0.0","0.0","91","68","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-15",,,"0.04","0.0","0.0","86","68","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-16",,,"0.00","0.0","0.0","86","62","62",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-17",,,"0.00","0.0","0.0","81","62","67",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-18",,,"0.00","0.0","0.0","89","62","76",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-19",,,"1.19","0.0","0.0","80","65","69","    1","    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-20",,,"0.60","0.0","0.0","88","69","70",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-21",,,"0.68","0.0","0.0","87","70","79","    1","    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-22",,,"0.00","0.0","0.0","91","69","76",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-23",,,"0.00","0.0","0.0","88","72","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-24",,,"0.00","0.0","0.0","90","72","75",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-25",,,"0.00","0.0","0.0","91","72","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-26",,,"0.00","0.0","0.0","92","72","74",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-27",,,"1.08","0.0","0.0","83","67","70",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-28",,,"0.38","0.0","0.0","84","69","71",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-29",,,"0.20","0.0","0.0","82","68","68",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-30",,,"0.01","0.0","0.0","86","68","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-07-31",,,"0.01","0.0","0.0","84","67","67",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-01",,,"0.00","0.0","0.0","86","67","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-02",,,"0.04","0.0","0.0","82","67","67","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-03",,,"0.00","0.0","0.0","86","67","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-04",,,"0.00","0.0","0.0","89","70","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-05",,,"0.45","0.0","0.0","87","71","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-06",,,"0.00","0.0","0.0","88","71","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-07",,,"0.00","0.0","0.0","84","63","63",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-08",,,"0.00","0.0","0.0","85","63","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-09",,,"0.00","0.0","0.0","85","67","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-10",,,"0.00","0.0","0.0","91","68","74",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-11",,,"0.29","0.0","0.0","86","73","74",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-12",,,"0.00","0.0","0.0","91","73","75",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-13",,,"0.00","0.0","0.0","89","75","76",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-14",,,"2.50","0.0","0.0","77","69","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-15",,,"1.35","0.0","0.0","80","67","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-16",,,"0.65","0.0","0.0","80","70","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-17",,,"1.06","0.0","0.0","76","69","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-18",,,"0.00","0.0","0.0","82","69","71","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-19",,,"0.00","0.0","0.0","86","70","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-20",,,"0.00","0.0","0.0","85","71","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-21",,,"0.25","0.0","0.0","83","63","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-22",,,"0.00","0.0","0.0","78","59","59",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-23",,,"0.00","0.0","0.0","79","58","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-24",,,"0.00","0.0","0.0","81","61","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-25",,,"0.32","0.0","0.0","88","69","76",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-26",,,"0.00","0.0","0.0","90","73","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-27",,,"0.00","0.0","0.0","91","72","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-28",,,"0.17","0.0","0.0","87","71","73",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-29",,,"0.00","0.0","0.0","91","69","69",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-30",,,"0.00","0.0","0.0","88","68","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-08-31",,,"0.80","0.0","0.0","89","68","68","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-01",,,"0.08","0.0","0.0","84","61","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-02",,,"0.00","0.0","0.0","77","59","59",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-03",,,"0.00","0.0","0.0","77","56","56",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-04",,,"0.00","0.0","0.0","79","56","60",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-05",,,"0.00","0.0","0.0","82","60","68",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-06",,,"0.00","0.0","0.0","90","68","71","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-07",,,"0.00","0.0","0.0","90","70","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-08",,,"0.00","0.0","0.0","90","71","76",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-09",,,"3.12","0.0","0.0","88","70","71",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-10",,,"0.02","0.0","0.0","83","71","72",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-11",,,"0.00","0.0","0.0","82","55","55",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-12",,,"0.00","0.0","0.0","77","55","57",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-13",,,"0.00","0.0","0.0","80","55","58",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-14",,,"0.00","0.0","0.0","83","58","65",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-15",,,"0.00","0.0","0.0","84","63","63",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-16",,,"0.00","0.0","0.0","81","63","66",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-17",,,"1.30","0.0","0.0","85","66","68",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-18",,,"0.23","0.0","0.0","78","66","67",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-19",,,"0.00","0.0","0.0","81","60","60","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-20",,,"0.00","0.0","0.0","84","60","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-21",,,"0.00","0.0","0.0","85","60","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-22",,,"0.00","0.0","0.0","86","60","62","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-23",,,"0.00","0.0","0.0","87","61","66",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-24",,,"0.00","0.0","0.0","86","65","65","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-25",,,"0.00","0.0","0.0","83","64","66",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-26",,,"0.35","0.0","0.0","87","60","60",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-27",,,"0.07","0.0","0.0","71","50","50",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-28",,,"0.00","0.0","0.0","77","50","59",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-29",,,"0.10","0.0","0.0","63","52","53",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-09-30",,,"0.04","0.0","0.0","66","53","57",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-01",,,"0.00","0.0","0.0","66","51","51","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-02",,,"0.01","0.0","0.0","64","51","57","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-03",,,"0.00","0.0","0.0","68","51","51","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-04",,,"0.00","0.0","0.0","71","51","56",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-05",,,"0.00","0.0","0.0","79","55","66",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-06",,,"0.00","0.0","0.0","81","64","64",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-07",,,"0.00","0.0","0.0","84","62","63",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-08",,,"0.00","0.0","0.0","83","46","46",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-09",,,"0.00","0.0","0.0","66","45","46",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-10",,,"0.00","0.0","0.0","72","45","50",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-11",,,"0.00","0.0","0.0","73","50","54",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-12",,,"0.00","0.0","0.0","76","54","59",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-13",,,"0.09","0.0","0.0","76","49","49",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-14",,,"0.00","0.0","0.0","61","43","46",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-15",,,"0.00","0.0","0.0","64","46","55",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-16",,,"0.00","0.0","0.0","76","55","61",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-17",,,"0.00","0.0","0.0","78","61","65",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-18",,,"0.00","0.0","0.0","83","65","70",,,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-19",,,"0.00","0.0","0.0","77","62","62","    1",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-20",,,"2.23","0.0","0.0","75","57","57",,"    1",,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.17399","-86.52076","253.0","2016-10-21",,,"0.70","0.0","0.0","58","47","48",,,,,,
